transaction_id,customer_id,amount,payment_method,payment_status,failure_reason,previous_transactions,previous_successes,previous_failures,previous_success_rate,retry_count,days_since_failure,checkout_abandoned,customer_lifetime_value,recovered
txn_001321,cust_00146,1416.45,upi,success,none,14,11,3,0.7857,0,0.0,0,76376.82,1
txn_001322,cust_00902,9716.2,card,success,none,31,16,15,0.5161,0,0.0,0,70201.88,1
txn_001323,cust_00767,287.25,wallet,success,none,21,17,4,0.8095,0,0.0,0,139693.06,1
txn_001324,cust_00364,171.25,card,success,none,5,5,0,1.0,0,0.0,0,86976.15,1
txn_001325,cust_02285,1752.0,card,failed,insufficient_funds,17,13,4,0.7647,3,9.66,0,37990.38,0
txn_001326,cust_02392,2366.91,card,success,none,27,23,4,0.8519,0,0.0,0,39711.25,1
txn_001327,cust_00738,1411.87,netbanking,failed,network_error,40,28,12,0.7,3,6.91,0,121547.51,0
txn_001328,cust_02449,2430.37,netbanking,success,none,18,13,5,0.7222,0,0.0,0,88119.83,1
txn_001329,cust_00897,432.14,upi,abandoned,none,35,21,14,0.6,0,6.29,1,44161.08,0
txn_001330,cust_01719,520.68,wallet,success,none,27,16,11,0.5926,0,0.0,0,17765.31,1
txn_001331,cust_00475,1516.19,card,success,none,16,15,1,0.9375,0,0.0,0,95042.99,1
txn_001332,cust_00466,7770.34,netbanking,success,none,10,7,3,0.7,0,0.0,0,62086.81,1
txn_001333,cust_01982,2346.5,wallet,success,none,33,26,7,0.7879,0,0.0,0,45538.06,1
txn_001334,cust_00119,2458.25,netbanking,success,none,11,9,2,0.8182,0,0.0,0,57466.99,1
txn_001335,cust_01676,457.75,upi,success,none,32,31,1,0.9688,0,0.0,0,23884.9,1
txn_001336,cust_01301,2043.47,wallet,success,none,6,4,2,0.6667,0,0.0,0,18294.33,1
txn_001337,cust_01633,410.69,netbanking,failed,network_error,12,10,2,0.8333,3,10.22,0,57379.23,0
txn_001338,cust_00187,7845.99,netbanking,success,none,3,2,1,0.6667,0,0.0,0,128930.39,1
txn_001339,cust_00683,486.91,card,failed,insufficient_funds,37,28,9,0.7568,2,1.9,0,114221.7,0
txn_001340,cust_00087,603.97,wallet,success,none,26,17,9,0.6538,0,0.0,0,149277.25,1
txn_001341,cust_01445,307.02,upi,success,none,39,34,5,0.8718,0,0.0,0,43453.2,1
txn_001342,cust_01484,1459.45,card,abandoned,none,9,7,2,0.7778,0,5.88,1,112716.68,1
txn_001343,cust_00940,1399.39,netbanking,failed,network_error,24,11,13,0.4583,2,5.85,0,113489.81,0
txn_001344,cust_01019,6082.93,upi,success,none,1,1,0,1.0,0,0.0,0,45460.44,1
txn_001345,cust_02157,2911.47,upi,success,none,37,35,2,0.9459,0,0.0,0,26903.62,1
txn_001346,cust_00174,607.43,card,success,none,3,2,1,0.6667,0,0.0,0,134939.77,1
txn_001347,cust_01013,3207.98,upi,success,none,12,10,2,0.8333,0,0.0,0,63264.86,1
txn_001348,cust_01548,386.25,wallet,success,none,8,6,2,0.75,0,0.0,0,80852.76,1
txn_001349,cust_01106,653.05,upi,success,none,39,28,11,0.7179,0,0.0,0,116108.19,1
txn_001350,cust_01702,1507.88,upi,success,none,6,5,1,0.8333,0,0.0,0,59825.85,1
txn_001351,cust_02478,431.87,card,success,none,35,30,5,0.8571,0,0.0,0,55699.79,1
txn_001352,cust_01603,3884.15,card,failed,network_error,25,23,2,0.92,2,6.01,0,53865.89,0
txn_001353,cust_01238,13086.19,netbanking,success,none,39,37,2,0.9487,0,0.0,0,117881.37,1
txn_001354,cust_02361,997.73,wallet,success,none,29,27,2,0.931,0,0.0,0,117365.13,1
txn_001355,cust_00911,698.07,wallet,success,none,16,9,7,0.5625,0,0.0,0,21990.77,1
txn_001356,cust_02185,1176.63,card,success,none,19,15,4,0.7895,0,0.0,0,142140.83,1
txn_001357,cust_01613,767.11,netbanking,failed,insufficient_funds,6,3,3,0.5,3,3.21,0,9369.03,0
txn_001358,cust_01628,1740.16,card,success,none,32,29,3,0.9062,0,0.0,0,97727.86,1
txn_001359,cust_00447,356.95,netbanking,success,none,1,1,0,1.0,0,0.0,0,43143.01,1
txn_001360,cust_00343,1841.81,upi,success,none,17,15,2,0.8824,0,0.0,0,35350.17,1
txn_001361,cust_02007,9062.71,card,success,none,19,12,7,0.6316,0,0.0,0,104247.48,1
txn_001362,cust_01940,180.88,card,success,none,6,5,1,0.8333,0,0.0,0,118975.71,1
txn_001363,cust_01687,416.28,netbanking,failed,bank_decline,24,17,7,0.7083,0,4.57,0,132938.41,0
txn_001364,cust_01666,858.29,upi,success,none,2,2,0,1.0,0,0.0,0,65267.18,1
txn_001365,cust_02304,2302.83,wallet,success,none,32,23,9,0.7188,0,0.0,0,28247.91,1
txn_001366,cust_00966,3262.93,netbanking,success,none,29,29,0,1.0,0,0.0,0,47740.18,1
txn_001367,cust_02273,3010.72,upi,abandoned,none,37,29,8,0.7838,0,3.04,1,38271.08,1
txn_001368,cust_00522,246.73,upi,success,none,18,11,7,0.6111,0,0.0,0,124740.42,1
txn_001369,cust_00681,682.43,card,success,none,5,4,1,0.8,0,0.0,0,27394.77,1
txn_001370,cust_00160,544.4,wallet,success,none,17,13,4,0.7647,0,0.0,0,76305.95,1
txn_001371,cust_02149,1254.89,wallet,success,none,34,31,3,0.9118,0,0.0,0,136251.19,1
txn_001372,cust_01713,1364.14,wallet,success,none,5,4,1,0.8,0,0.0,0,13967.09,1
txn_001373,cust_01206,340.62,netbanking,success,none,26,14,12,0.5385,0,0.0,0,139402.37,1
txn_001374,cust_01523,863.03,card,success,none,1,1,0,1.0,0,0.0,0,142697.55,1
txn_001375,cust_00838,2393.52,netbanking,success,none,24,21,3,0.875,0,0.0,0,54960.44,1
txn_001376,cust_01896,714.56,card,abandoned,none,29,25,4,0.8621,0,6.5,1,143308.28,0
txn_001377,cust_00555,1096.38,card,success,none,24,22,2,0.9167,0,0.0,0,33373.18,1
txn_001378,cust_00041,7309.21,netbanking,success,none,14,8,6,0.5714,0,0.0,0,137057.28,1
txn_001379,cust_00275,9798.94,upi,success,none,26,18,8,0.6923,0,0.0,0,89192.02,1
txn_001380,cust_00385,154.26,wallet,success,none,30,25,5,0.8333,0,0.0,0,11605.78,1
txn_001381,cust_01920,1501.02,card,success,none,40,24,16,0.6,0,0.0,0,15191.08,1
txn_001382,cust_00926,24761.19,netbanking,success,none,31,21,10,0.6774,0,0.0,0,43576.51,1
txn_001383,cust_01125,2162.13,netbanking,failed,authentication_failed,17,15,2,0.8824,2,5.21,0,31297.17,0
txn_001384,cust_01044,1364.43,card,success,none,26,15,11,0.5769,0,0.0,0,103224.97,1
txn_001385,cust_00887,4977.53,netbanking,success,none,11,7,4,0.6364,0,0.0,0,89179.46,1
txn_001386,cust_00519,1665.85,wallet,success,none,12,12,0,1.0,0,0.0,0,30918.42,1
txn_001387,cust_02426,2722.04,netbanking,abandoned,none,32,23,9,0.7188,0,5.19,1,149696.55,0
txn_001388,cust_01940,1085.39,card,success,none,6,5,1,0.8333,0,0.0,0,118975.71,1
txn_001389,cust_00887,1641.74,upi,abandoned,none,11,7,4,0.6364,0,4.34,1,89179.46,1
txn_001390,cust_01948,2052.12,upi,success,none,24,19,5,0.7917,0,0.0,0,107671.11,1
txn_001391,cust_00214,3182.93,card,success,none,25,16,9,0.64,0,0.0,0,101920.37,1
txn_001392,cust_01933,869.81,netbanking,success,none,6,5,1,0.8333,0,0.0,0,69405.09,1
txn_001393,cust_00987,846.49,wallet,success,none,25,13,12,0.52,0,0.0,0,134468.31,1
txn_001394,cust_01944,194.91,netbanking,success,none,24,21,3,0.875,0,0.0,0,123971.34,1
txn_001395,cust_02174,909.46,upi,failed,bank_decline,31,27,4,0.871,1,13.24,0,72374.15,0
txn_001396,cust_00586,3473.91,wallet,success,none,3,3,0,1.0,0,0.0,0,109359.21,1
txn_001397,cust_01027,2128.61,upi,success,none,12,9,3,0.75,0,0.0,0,3098.55,1
txn_001398,cust_01427,494.35,card,success,none,7,7,0,1.0,0,0.0,0,16377.03,1
txn_001399,cust_01910,199.56,netbanking,failed,bank_decline,23,15,8,0.6522,1,5.42,0,92092.4,1
txn_001400,cust_00044,1161.63,card,success,none,32,22,10,0.6875,0,0.0,0,59949.15,1
txn_001401,cust_00023,3373.74,netbanking,success,none,24,15,9,0.625,0,0.0,0,87025.47,1
txn_001402,cust_01040,829.73,upi,success,none,37,30,7,0.8108,0,0.0,0,2703.92,1
txn_001403,cust_01127,315.79,wallet,success,none,24,20,4,0.8333,0,0.0,0,14777.14,1
txn_001404,cust_01037,742.85,netbanking,success,none,25,22,3,0.88,0,0.0,0,36092.67,1
txn_001405,cust_00125,1855.96,wallet,abandoned,none,4,3,1,0.75,0,4.46,1,87297.86,1
txn_001406,cust_01940,4639.85,upi,success,none,6,5,1,0.8333,0,0.0,0,118975.71,1
txn_001407,cust_00628,1036.19,card,failed,bank_decline,18,11,7,0.6111,0,5.93,0,5314.02,0
txn_001408,cust_00230,3846.4,wallet,success,none,40,34,6,0.85,0,0.0,0,127610.92,1
txn_001409,cust_00400,3442.81,netbanking,abandoned,none,28,21,7,0.75,0,1.44,1,110445.55,1
txn_001410,cust_00069,412.95,netbanking,failed,network_error,33,31,2,0.9394,1,12.69,0,91736.56,0
txn_001411,cust_01501,4678.38,upi,abandoned,none,3,2,1,0.6667,0,2.88,1,83376.85,0
txn_001412,cust_00252,1799.23,upi,success,none,5,4,1,0.8,0,0.0,0,107318.18,1
txn_001413,cust_00605,400.74,netbanking,success,none,30,21,9,0.7,0,0.0,0,60410.8,1
txn_001414,cust_01129,7791.83,card,success,none,25,21,4,0.84,0,0.0,0,101377.12,1
txn_001415,cust_00014,1181.36,netbanking,success,none,14,12,2,0.8571,0,0.0,0,143624.75,1
txn_001416,cust_01399,191.82,wallet,success,none,35,31,4,0.8857,0,0.0,0,60259.66,1
txn_001417,cust_02320,660.99,wallet,success,none,40,29,11,0.725,0,0.0,0,52121.37,1
txn_001418,cust_00748,516.74,upi,success,none,30,29,1,0.9667,0,0.0,0,115646.34,1
txn_001419,cust_00083,677.4,card,failed,bank_decline,34,29,5,0.8529,2,6.5,0,130992.52,0
txn_001420,cust_01011,858.18,netbanking,failed,bank_decline,15,11,4,0.7333,1,4.42,0,80737.69,0
txn_001421,cust_01176,1035.47,card,success,none,1,1,0,1.0,0,0.0,0,3492.2,1
txn_001422,cust_01696,997.25,card,failed,network_error,38,30,8,0.7895,1,2.56,0,34899.4,1
txn_001423,cust_01801,1215.02,netbanking,success,none,23,19,4,0.8261,0,0.0,0,76589.91,1
txn_001424,cust_01490,2410.03,netbanking,failed,technical_error,37,21,16,0.5676,3,11.63,0,94502.39,0
txn_001425,cust_00699,634.96,upi,abandoned,none,37,31,6,0.8378,0,4.14,1,98123.78,1
txn_001426,cust_02330,4363.37,card,abandoned,none,10,7,3,0.7,0,3.09,1,71475.07,0
txn_001427,cust_01183,393.4,card,success,none,34,27,7,0.7941,0,0.0,0,38610.31,1
txn_001428,cust_02260,2477.78,netbanking,success,none,5,5,0,1.0,0,0.0,0,137957.44,1
txn_001429,cust_01058,6927.62,card,success,none,8,7,1,0.875,0,0.0,0,10201.95,1
txn_001430,cust_00473,1121.75,card,success,none,32,19,13,0.5938,0,0.0,0,130985.07,1
txn_001431,cust_01323,1625.33,netbanking,success,none,5,4,1,0.8,0,0.0,0,87024.84,1
txn_001432,cust_00139,508.79,netbanking,failed,network_error,14,7,7,0.5,0,2.31,0,100789.17,1
txn_001433,cust_01380,802.89,upi,success,none,33,23,10,0.697,0,0.0,0,147837.76,1
txn_001434,cust_00667,6423.24,wallet,success,none,40,31,9,0.775,0,0.0,0,69554.44,1
txn_001435,cust_01799,2831.27,wallet,success,none,15,14,1,0.9333,0,0.0,0,103261.4,1
txn_001436,cust_01636,2035.6,wallet,failed,network_error,37,35,2,0.9459,2,8.45,0,59348.61,0
txn_001437,cust_01644,192.87,netbanking,success,none,6,4,2,0.6667,0,0.0,0,123427.61,1
txn_001438,cust_00960,654.27,upi,success,none,4,2,2,0.5,0,0.0,0,87944.97,1
txn_001439,cust_02366,7623.51,wallet,success,none,16,8,8,0.5,0,0.0,0,99641.36,1
txn_001440,cust_00682,2019.96,netbanking,failed,technical_error,32,23,9,0.7188,1,13.33,0,70129.01,0
txn_001441,cust_00572,2288.37,card,success,none,39,32,7,0.8205,0,0.0,0,1422.5,1
txn_001442,cust_00221,1588.52,upi,success,none,29,24,5,0.8276,0,0.0,0,101668.46,1
txn_001443,cust_01418,725.61,wallet,success,none,6,5,1,0.8333,0,0.0,0,105851.01,1
txn_001444,cust_00605,1867.85,card,failed,network_error,30,21,9,0.7,2,1.22,0,60410.8,1
txn_001445,cust_00833,289.97,wallet,success,none,26,17,9,0.6538,0,0.0,0,55133.36,1
txn_001446,cust_02275,268.96,netbanking,success,none,37,23,14,0.6216,0,0.0,0,73060.85,1
txn_001447,cust_00410,642.09,wallet,success,none,32,22,10,0.6875,0,0.0,0,145389.23,1
txn_001448,cust_00871,1623.22,wallet,success,none,5,4,1,0.8,0,0.0,0,19673.69,1
txn_001449,cust_00995,278.75,upi,success,none,36,32,4,0.8889,0,0.0,0,104729.52,1
txn_001450,cust_00547,1520.88,wallet,failed,network_error,16,13,3,0.8125,3,8.4,0,133201.64,0
txn_001451,cust_01421,495.44,wallet,success,none,15,14,1,0.9333,0,0.0,0,78397.19,1
txn_001452,cust_00111,566.9,card,failed,bank_decline,18,17,1,0.9444,1,5.23,0,69931.58,1
txn_001453,cust_00007,4912.75,wallet,failed,bank_decline,33,30,3,0.9091,1,7.05,0,90700.79,1
txn_001454,cust_01237,1390.33,wallet,success,none,36,25,11,0.6944,0,0.0,0,14866.57,1
txn_001455,cust_00737,542.5,wallet,success,none,12,10,2,0.8333,0,0.0,0,124870.41,1
txn_001456,cust_01969,1614.59,upi,success,none,28,23,5,0.8214,0,0.0,0,125983.6,1
txn_001457,cust_00736,308.09,card,success,none,25,20,5,0.8,0,0.0,0,23983.66,1
txn_001458,cust_00436,1963.2,wallet,failed,network_error,10,8,2,0.8,0,9.22,0,75257.95,1
txn_001459,cust_00051,4053.43,card,success,none,9,7,2,0.7778,0,0.0,0,76919.42,1
txn_001460,cust_01573,2596.0,wallet,success,none,22,20,2,0.9091,0,0.0,0,19256.62,1
txn_001461,cust_01646,11587.87,wallet,failed,network_error,17,11,6,0.6471,3,3.7,0,32242.96,0
txn_001462,cust_02473,192.79,wallet,success,none,18,17,1,0.9444,0,0.0,0,130281.61,1
txn_001463,cust_01373,1520.77,netbanking,success,none,11,10,1,0.9091,0,0.0,0,92806.53,1
txn_001464,cust_01737,349.5,wallet,failed,insufficient_funds,32,22,10,0.6875,1,0.2,0,128876.98,0
txn_001465,cust_02418,1126.4,netbanking,success,none,2,2,0,1.0,0,0.0,0,23670.25,1
txn_001466,cust_01864,1341.5,wallet,success,none,10,8,2,0.8,0,0.0,0,31618.74,1
txn_001467,cust_00498,13093.16,wallet,success,none,28,24,4,0.8571,0,0.0,0,103856.71,1
txn_001468,cust_02455,1261.71,netbanking,success,none,6,4,2,0.6667,0,0.0,0,38059.62,1
txn_001469,cust_01214,1238.39,upi,success,none,28,18,10,0.6429,0,0.0,0,35589.46,1
txn_001470,cust_01462,3659.78,wallet,success,none,4,3,1,0.75,0,0.0,0,142353.32,1
txn_001471,cust_00146,1270.52,upi,success,none,14,11,3,0.7857,0,0.0,0,76376.82,1
txn_001472,cust_01623,8359.44,card,success,none,5,5,0,1.0,0,0.0,0,56665.03,1
txn_001473,cust_00517,2616.74,card,success,none,6,5,1,0.8333,0,0.0,0,136534.54,1
txn_001474,cust_01126,3067.15,netbanking,abandoned,none,6,5,1,0.8333,0,4.85,1,138411.69,1
txn_001475,cust_02145,206.94,wallet,success,none,3,2,1,0.6667,0,0.0,0,33604.05,1
txn_001476,cust_00157,9751.86,card,success,none,10,7,3,0.7,0,0.0,0,41579.88,1
txn_001477,cust_00415,694.74,wallet,success,none,32,25,7,0.7812,0,0.0,0,43944.45,1
txn_001478,cust_01384,1326.46,netbanking,success,none,9,8,1,0.8889,0,0.0,0,105512.55,1
txn_001479,cust_01053,697.36,upi,failed,authentication_failed,14,13,1,0.9286,0,11.13,0,114517.08,0
txn_001480,cust_01242,480.94,card,success,none,36,29,7,0.8056,0,0.0,0,135875.93,1
txn_001481,cust_02349,402.55,wallet,success,none,33,28,5,0.8485,0,0.0,0,73636.57,1
txn_001482,cust_01126,1485.11,card,success,none,6,5,1,0.8333,0,0.0,0,138411.69,1
txn_001483,cust_02477,186.81,wallet,failed,network_error,19,15,4,0.7895,2,0.17,0,123093.36,1
txn_001484,cust_01698,1050.69,card,success,none,34,31,3,0.9118,0,0.0,0,63376.18,1
txn_001485,cust_01304,3857.48,upi,success,none,14,12,2,0.8571,0,0.0,0,78646.11,1
txn_001486,cust_01330,2519.82,card,success,none,8,7,1,0.875,0,0.0,0,52840.77,1
txn_001487,cust_02496,2064.07,wallet,success,none,3,2,1,0.6667,0,0.0,0,86080.82,1
txn_001488,cust_01347,547.09,wallet,success,none,32,29,3,0.9062,0,0.0,0,21343.67,1
txn_001489,cust_01405,274.21,netbanking,success,none,4,4,0,1.0,0,0.0,0,7845.5,1
txn_001490,cust_00622,3796.35,wallet,failed,authentication_failed,7,5,2,0.7143,1,7.5,0,53166.99,0
txn_001491,cust_01598,854.95,netbanking,success,none,38,34,4,0.8947,0,0.0,0,149941.26,1
txn_001492,cust_02341,1232.65,upi,success,none,22,19,3,0.8636,0,0.0,0,39705.6,1
txn_001493,cust_01415,1099.27,upi,success,none,11,8,3,0.7273,0,0.0,0,8716.3,1
txn_001494,cust_01513,2623.84,netbanking,success,none,24,17,7,0.7083,0,0.0,0,30900.0,1
txn_001495,cust_01915,8461.79,upi,success,none,21,19,2,0.9048,0,0.0,0,2841.67,1
txn_001496,cust_01441,5781.24,wallet,success,none,28,23,5,0.8214,0,0.0,0,47861.05,1
txn_001497,cust_01163,130.03,wallet,abandoned,none,35,26,9,0.7429,0,2.69,1,73759.13,1
txn_001498,cust_01551,983.84,upi,success,none,8,5,3,0.625,0,0.0,0,14472.71,1
txn_001499,cust_00454,348.37,netbanking,success,none,21,18,3,0.8571,0,0.0,0,130570.65,1
txn_001500,cust_01643,3423.53,wallet,success,none,21,14,7,0.6667,0,0.0,0,26015.23,1
txn_001501,cust_02455,1344.78,netbanking,success,none,6,4,2,0.6667,0,0.0,0,38059.62,1
txn_001502,cust_00433,2455.66,netbanking,success,none,6,5,1,0.8333,0,0.0,0,34480.4,1
txn_001503,cust_00923,903.14,wallet,success,none,16,12,4,0.75,0,0.0,0,33056.52,1
txn_001504,cust_01841,473.73,card,abandoned,none,7,5,2,0.7143,0,1.33,1,58149.02,1
txn_001505,cust_02182,562.12,netbanking,failed,bank_decline,12,8,4,0.6667,0,5.43,0,77979.46,0
txn_001506,cust_01714,289.16,wallet,success,none,36,27,9,0.75,0,0.0,0,60205.89,1
txn_001507,cust_00919,378.56,card,success,none,30,18,12,0.6,0,0.0,0,75315.2,1
txn_001508,cust_00330,306.65,wallet,abandoned,none,34,17,17,0.5,0,2.34,1,142261.32,1
txn_001509,cust_02332,475.47,wallet,success,none,32,30,2,0.9375,0,0.0,0,21036.28,1
txn_001510,cust_00094,449.31,wallet,success,none,4,3,1,0.75,0,0.0,0,35112.33,1
txn_001511,cust_00662,1986.43,wallet,success,none,21,19,2,0.9048,0,0.0,0,86788.11,1
txn_001512,cust_00718,1910.01,wallet,abandoned,none,20,18,2,0.9,0,6.46,1,145186.78,1
txn_001513,cust_01201,1984.27,upi,failed,bank_decline,18,12,6,0.6667,3,6.48,0,134997.44,0
txn_001514,cust_01818,4337.25,card,failed,authentication_failed,27,22,5,0.8148,0,11.27,0,9055.23,0
txn_001515,cust_00653,1238.51,card,success,none,9,7,2,0.7778,0,0.0,0,114859.97,1
txn_001516,cust_00029,613.5,upi,success,none,24,20,4,0.8333,0,0.0,0,25235.46,1
txn_001517,cust_02129,12227.02,wallet,failed,insufficient_funds,3,3,0,1.0,3,13.41,0,83187.51,0
txn_001518,cust_02201,3313.12,upi,failed,technical_error,40,25,15,0.625,0,6.2,0,90372.26,0
txn_001519,cust_00245,1559.81,netbanking,failed,insufficient_funds,36,33,3,0.9167,2,5.65,0,67441.13,0
txn_001520,cust_01803,1455.16,wallet,failed,insufficient_funds,36,21,15,0.5833,1,11.87,0,27989.24,0
txn_001521,cust_02375,1789.43,upi,failed,network_error,25,25,0,1.0,3,9.23,0,47096.23,1
txn_001522,cust_00996,1094.33,wallet,success,none,9,9,0,1.0,0,0.0,0,17274.76,1
txn_001523,cust_00304,1522.68,wallet,failed,authentication_failed,39,26,13,0.6667,1,10.62,0,121023.67,0
txn_001524,cust_01822,2206.98,netbanking,failed,network_error,30,22,8,0.7333,2,8.36,0,22340.4,0
txn_001525,cust_00607,647.72,netbanking,success,none,21,18,3,0.8571,0,0.0,0,100101.07,1
txn_001526,cust_02309,261.36,netbanking,failed,network_error,35,19,16,0.5429,1,7.99,0,5851.83,1
txn_001527,cust_01802,168.07,netbanking,success,none,11,9,2,0.8182,0,0.0,0,126255.17,1
txn_001528,cust_00527,3254.84,card,success,none,30,21,9,0.7,0,0.0,0,144471.1,1
txn_001529,cust_01054,275.08,card,success,none,39,26,13,0.6667,0,0.0,0,131097.12,1
txn_001530,cust_01241,2133.13,card,success,none,6,4,2,0.6667,0,0.0,0,109001.73,1
txn_001531,cust_02084,422.27,wallet,success,none,10,8,2,0.8,0,0.0,0,45410.42,1
txn_001532,cust_01410,429.13,card,success,none,9,8,1,0.8889,0,0.0,0,132440.02,1
txn_001533,cust_02144,653.15,netbanking,success,none,31,22,9,0.7097,0,0.0,0,140937.11,1
txn_001534,cust_00693,1626.41,wallet,success,none,4,2,2,0.5,0,0.0,0,55941.9,1
txn_001535,cust_00059,369.23,upi,success,none,1,1,0,1.0,0,0.0,0,102362.23,1
txn_001536,cust_00919,722.75,card,success,none,30,18,12,0.6,0,0.0,0,75315.2,1
txn_001537,cust_00490,1305.42,card,success,none,38,23,15,0.6053,0,0.0,0,22324.54,1
txn_001538,cust_00050,399.31,card,failed,network_error,15,10,5,0.6667,0,5.64,0,149601.54,1
txn_001539,cust_01350,5587.2,upi,success,none,27,26,1,0.963,0,0.0,0,103019.8,1
txn_001540,cust_02203,239.24,upi,abandoned,none,8,5,3,0.625,0,0.49,1,14885.3,1
txn_001541,cust_01016,1076.89,card,success,none,26,24,2,0.9231,0,0.0,0,118406.13,1
txn_001542,cust_01004,4781.65,card,success,none,36,22,14,0.6111,0,0.0,0,146708.7,1
txn_001543,cust_00165,356.21,netbanking,success,none,9,9,0,1.0,0,0.0,0,95929.89,1
txn_001544,cust_00779,1200.36,upi,failed,bank_decline,4,3,1,0.75,2,0.95,0,36527.49,1
txn_001545,cust_02399,1529.75,wallet,success,none,28,26,2,0.9286,0,0.0,0,119896.75,1
txn_001546,cust_00210,597.78,netbanking,failed,insufficient_funds,20,15,5,0.75,1,6.75,0,76561.25,0
txn_001547,cust_01950,1239.57,card,success,none,15,9,6,0.6,0,0.0,0,1327.35,1
txn_001548,cust_02451,2348.29,wallet,success,none,1,1,0,1.0,0,0.0,0,145356.4,1
txn_001549,cust_01761,839.54,upi,failed,authentication_failed,23,20,3,0.8696,1,8.29,0,52293.1,0
txn_001550,cust_01869,2876.5,upi,success,none,7,6,1,0.8571,0,0.0,0,77226.13,1
txn_001551,cust_01109,1983.72,wallet,success,none,34,19,15,0.5588,0,0.0,0,33935.37,1
txn_001552,cust_01980,747.77,netbanking,abandoned,none,29,27,2,0.931,0,2.17,1,120914.73,0
txn_001553,cust_01020,4135.88,netbanking,success,none,39,30,9,0.7692,0,0.0,0,16987.8,1
txn_001554,cust_01265,638.46,wallet,success,none,16,12,4,0.75,0,0.0,0,49557.05,1
txn_001555,cust_00747,3152.32,wallet,success,none,37,36,1,0.973,0,0.0,0,147681.53,1
txn_001556,cust_02088,650.01,wallet,success,none,3,2,1,0.6667,0,0.0,0,1749.45,1
txn_001557,cust_01770,976.45,netbanking,success,none,1,1,0,1.0,0,0.0,0,71640.48,1
txn_001558,cust_01403,1138.37,card,success,none,37,22,15,0.5946,0,0.0,0,20458.54,1
txn_001559,cust_00950,1879.17,card,success,none,20,17,3,0.85,0,0.0,0,89464.97,1
txn_001560,cust_02173,119.89,wallet,success,none,8,7,1,0.875,0,0.0,0,72745.98,1
txn_001561,cust_02497,2117.55,card,success,none,25,22,3,0.88,0,0.0,0,99030.27,1
txn_001562,cust_00641,1208.97,card,failed,bank_decline,40,29,11,0.725,1,8.58,0,8414.61,1
txn_001563,cust_02116,1782.44,wallet,success,none,22,15,7,0.6818,0,0.0,0,131804.99,1
txn_001564,cust_01104,2213.85,card,abandoned,none,19,16,3,0.8421,0,3.36,1,35890.07,0
txn_001565,cust_01244,1985.86,netbanking,success,none,11,10,1,0.9091,0,0.0,0,103112.08,1
txn_001566,cust_01450,179.94,netbanking,success,none,4,3,1,0.75,0,0.0,0,117786.44,1
txn_001567,cust_01612,463.58,wallet,success,none,12,7,5,0.5833,0,0.0,0,74075.03,1
txn_001568,cust_00227,1868.36,wallet,success,none,15,14,1,0.9333,0,0.0,0,121177.87,1
txn_001569,cust_01872,1635.49,netbanking,success,none,32,27,5,0.8438,0,0.0,0,30598.35,1
txn_001570,cust_00855,608.17,netbanking,success,none,29,22,7,0.7586,0,0.0,0,149592.1,1
txn_001571,cust_01319,2800.74,wallet,failed,network_error,40,37,3,0.925,1,11.18,0,132581.51,0
txn_001572,cust_01803,1036.47,netbanking,success,none,36,21,15,0.5833,0,0.0,0,27989.24,1
txn_001573,cust_01334,3247.78,wallet,abandoned,none,9,7,2,0.7778,0,4.19,1,47664.68,0
txn_001574,cust_00189,4491.86,wallet,success,none,30,14,16,0.4667,0,0.0,0,53099.11,1
txn_001575,cust_01995,1769.23,card,success,none,34,25,9,0.7353,0,0.0,0,16864.1,1
txn_001576,cust_01537,2334.5,upi,success,none,26,19,7,0.7308,0,0.0,0,12149.74,1
txn_001577,cust_01131,728.9,netbanking,success,none,5,3,2,0.6,0,0.0,0,29036.33,1
txn_001578,cust_01933,3268.9,card,failed,insufficient_funds,6,5,1,0.8333,2,13.68,0,69405.09,0
txn_001579,cust_00622,1665.91,card,success,none,7,5,2,0.7143,0,0.0,0,53166.99,1
txn_001580,cust_02302,997.54,upi,success,none,21,19,2,0.9048,0,0.0,0,74358.72,1
txn_001581,cust_02239,395.91,netbanking,success,none,1,1,0,1.0,0,0.0,0,120851.03,1
txn_001582,cust_00090,824.32,card,failed,insufficient_funds,16,13,3,0.8125,2,13.41,0,34479.9,0
txn_001583,cust_01827,441.65,card,success,none,18,11,7,0.6111,0,0.0,0,32197.97,1
txn_001584,cust_01888,2868.34,netbanking,success,none,4,2,2,0.5,0,0.0,0,15871.53,1
txn_001585,cust_01061,4538.85,netbanking,success,none,10,8,2,0.8,0,0.0,0,25516.04,1
txn_001586,cust_00575,3348.5,upi,success,none,12,11,1,0.9167,0,0.0,0,17379.03,1
txn_001587,cust_01993,16091.08,upi,failed,insufficient_funds,35,28,7,0.8,2,0.33,0,43603.27,0
txn_001588,cust_00132,845.22,netbanking,failed,authentication_failed,5,3,2,0.6,2,8.09,0,101606.67,0
txn_001589,cust_00310,2432.25,upi,abandoned,none,7,6,1,0.8571,0,5.49,1,65594.99,0
txn_001590,cust_02104,411.02,upi,success,none,16,13,3,0.8125,0,0.0,0,15906.71,1
txn_001591,cust_00782,1099.65,upi,failed,authentication_failed,32,26,6,0.8125,2,6.57,0,89914.12,0
txn_001592,cust_00624,305.71,netbanking,success,none,18,18,0,1.0,0,0.0,0,86540.9,1
